"01"|REFERENCIA|VALOR|FECHA|CAMPO1|CAMPO2|CAMPO3|CAMPO4|CAMPO5
"02"|"241871"|25992|2022-12-16 09:17:52|||||
"02"|"241873"|26113|2022-12-16 09:17:52|||||
"02"|"241873"|20501|2022-12-16 09:17:52|||||
"02"|"241875"|18549|2022-12-16 09:17:52|||||
"02"|"241876"|19963|2022-12-16 09:17:52|||||
"02"|"241877"|26113|2022-12-16 09:19:52|||||
"02"|"241877"|26113|2022-12-16 09:17:52|||||
"02"|"241879"|29379|2022-12-16 09:17:52|||||
"02"|"241880"|25992|2022-12-16 09:17:52|||||
"02"|"241881"|19405|2022-12-16 09:17:52|||||
"02"|"241882"|19021|2022-12-16 09:17:52|||||
"02"|"241883"|18549|2022-12-16 09:17:52|||||
"02"|"241884"|27261|2022-12-16 09:17:52|||||
"02"|"241885"|28382|2022-12-16 09:17:52|||||
"02"|"241886"|19492|2022-12-16 09:17:52|||||
"02"|"241887"|26984|2022-12-16 09:17:52|||||
"02"|"241888"|25992|2022-12-16 09:17:52|||||
"02"|"241889"|26113|2022-12-16 09:17:52|||||
"02"|"241890"|18549|2022-12-16 09:17:52|||||
"02"|"241891"|31386|2022-12-16 09:17:52|||||
"02"|"241892"|27140|2022-12-16 09:17:52|||||
"02"|"241893"|27399|2022-12-16 09:17:52|||||
"02"|"241894"|28464|2022-12-16 09:17:52|||||
"02"|"241895"|29386|2022-12-16 09:17:52|||||
"02"|"241896"|26113|2022-12-16 09:17:52|||||
"02"|"241897"|26113|2022-12-16 09:17:52|||||
"02"|"241898"|18463|2022-12-16 09:17:52|||||
"02"|"241899"|18549|2022-12-16 09:17:52|||||
"02"|"241900"|18035|2022-12-16 09:17:52|||||
"02"|"241901"|18592|2022-12-16 09:17:52|||||
"02"|"241902"|25374|2022-12-16 09:17:52|||||
"02"|"241903"|29315|2022-12-16 09:17:52|||||
"02"|"241904"|25495|2022-12-16 09:17:52|||||
"02"|"241905"|26113|2022-12-16 09:17:52|||||
"02"|"241906"|18549|2022-12-16 09:17:52|||||
"02"|"241907"|26113|2022-12-16 09:17:52|||||
"02"|"241908"|18549|2022-12-16 09:17:52|||||
"02"|"241909"|27050|2022-12-16 09:17:52|||||
"02"|"241910"|25992|2022-12-16 09:17:52|||||
"02"|"241911"|26113|2022-12-16 09:17:52|||||
"02"|"241912"|150000|2022-12-16 09:17:52|||||
"02"|"241913"|18549|2022-12-16 09:17:52|||||
"02"|"241914"|18549|2022-12-16 09:17:52|||||
"02"|"241915"|19491|2022-12-16 09:17:52|||||
"02"|"241916"|19020|2022-12-16 09:17:52|||||
"02"|"241917"|27171|2022-12-16 09:17:52|||||
"02"|"241918"|27171|2022-12-16 09:17:52|||||
"02"|"241919"|26113|2022-12-16 09:17:52|||||
"02"|"241920"|26113|2022-12-16 09:17:52|||||
"02"|"241921"|18463|2022-12-16 09:17:52|||||
"02"|"241922"|29309|2022-12-16 09:17:52|||||
"02"|"241923"|26113|2022-12-16 09:18:52|||||
"02"|"241923"|26113|2022-12-16 09:17:52|||||
"02"|"241925"|28349|2022-12-16 09:17:52|||||
"02"|"241927"|26113|2022-12-16 09:17:52|||||
"02"|"241928"|27171|2022-12-16 09:17:52|||||
"02"|"241929"|26113|2022-12-16 09:17:52|||||
"02"|"241930"|25992|2022-12-16 09:17:52|||||
"02"|"241931"|18549|2022-12-16 09:17:52|||||
"02"|"241932"|18463|2022-12-16 09:17:52|||||
"02"|"241933"|26113|2022-12-16 09:17:52|||||
"02"|"241934"|19021|2022-12-16 09:17:52|||||
"02"|"241935"|19929|2022-12-16 09:17:52|||||
"02"|"241936"|18549|2022-12-16 09:17:52|||||
"02"|"241937"|18549|2022-12-16 09:17:52|||||
"02"|"241938"|52096|2022-12-16 09:17:52|||||
"02"|"241939"|194674|2022-12-16 09:17:52|||||
"02"|"241940"|31658|2022-12-16 09:17:52|||||
"02"|"241941"|18549|2022-12-16 09:17:52|||||
"02"|"241942"|18549|2022-12-16 09:17:52|||||
"02"|"241943"|18549|2022-12-16 09:17:52|||||
"02"|"241944"|20987|2022-12-16 09:17:52|||||
"02"|"241945"|26113|2022-12-16 09:17:52|||||
"02"|"241946"|25992|2022-12-16 09:17:52|||||
"02"|"241947"|26113|2022-12-16 09:17:52|||||
"02"|"241948"|27171|2022-12-16 09:17:52|||||
"02"|"241949"|26113|2022-12-16 09:17:52|||||
"02"|"241950"|29469|2022-12-16 09:17:52|||||
"02"|"241951"|25992|2022-12-16 09:17:52|||||
"02"|"241952"|37004|2022-12-16 09:17:52|||||
"02"|"241953"|26113|2022-12-16 09:17:52|||||
"02"|"241954"|18549|2022-12-16 09:17:52|||||
"02"|"241955"|18183|2022-12-16 09:17:52|||||
"02"|"241956"|96063|2022-12-16 09:17:52|||||
"02"|"241957"|18549|2022-12-16 09:17:52|||||
"02"|"241958"|18549|2022-12-16 09:17:52|||||
"02"|"241959"|18549|2022-12-16 09:17:52|||||
"02"|"241960"|18549|2022-12-16 09:17:52|||||
"02"|"241961"|18549|2022-12-16 09:17:52|||||
"02"|"241962"|18549|2022-12-16 09:17:52|||||
"02"|"241963"|25992|2022-12-16 09:17:52|||||
"02"|"241964"|27261|2022-12-16 09:17:52|||||
"02"|"241965"|27170|2022-12-16 09:17:52|||||
"02"|"241966"|18549|2022-12-16 09:17:52|||||
"02"|"241967"|18549|2022-12-16 09:17:52|||||
"02"|"241968"|26113|2022-12-16 09:17:52|||||
"02"|"241969"|19021|2022-12-16 09:17:52|||||
"02"|"241970"|18549|2022-12-16 09:17:52|||||
"02"|"241971"|26113|2022-12-16 09:17:52|||||
"02"|"241972"|19963|2022-12-16 09:17:52|||||
"02"|"241973"|18463|2022-12-16 09:17:52|||||
"02"|"241974"|26113|2022-12-16 09:17:52|||||
"02"|"241975"|25992|2022-12-16 09:17:52|||||
"02"|"241976"|26113|2022-12-16 09:17:52|||||
"02"|"241977"|26113|2022-12-16 09:17:52|||||
"02"|"241978"|28232|2022-12-16 09:17:52|||||
"02"|"241979"|26113|2022-12-16 09:17:52|||||
"02"|"241980"|18549|2022-12-16 09:17:52|||||
"02"|"241981"|26113|2022-12-16 09:17:52|||||
"02"|"241982"|29500|2022-12-16 09:17:52|||||
"02"|"241983"|26113|2022-12-16 09:17:52|||||
"02"|"241984"|27050|2022-12-16 09:17:52|||||
"02"|"241985"|18546|2022-12-16 09:17:52|||||
"02"|"241986"|26113|2022-12-16 09:17:52|||||
"02"|"241987"|26113|2022-12-16 09:27:52|||||
"02"|"241987"|26113|2022-12-16 09:17:52|||||
"02"|"241989"|19021|2022-12-16 09:17:52|||||
"02"|"241990"|26113|2022-12-16 09:17:52|||||
"02"|"241991"|25992|2022-12-16 09:17:52|||||
"02"|"241992"|26113|2022-12-16 09:17:52|||||
"02"|"241993"|26113|2022-12-16 09:17:52|||||
"02"|"241995"|29385|2022-12-16 09:17:52|||||
"02"|"241997"|53163|2022-12-16 09:17:52|||||
"02"|"241998"|26113|2022-12-16 09:17:52|||||
"02"|"242001"|62217|2022-12-16 09:17:52|||||
"02"|"242002"|26113|2022-12-16 09:17:52|||||
"02"|"242003"|30617|2022-12-16 09:17:52|||||
"02"|"242004"|25992|2022-12-16 09:17:52|||||
"02"|"242005"|25992|2022-12-16 09:17:52|||||
"02"|"242006"|26113|2022-12-16 09:17:52|||||
"02"|"242007"|26081|2022-12-16 09:17:52|||||
"02"|"242008"|63258|2022-12-16 09:17:52|||||
"02"|"242009"|25992|2022-12-16 09:17:52|||||
"02"|"242010"|25992|2022-12-16 09:17:52|||||
"02"|"242011"|26113|2022-12-16 09:17:52|||||
"02"|"242012"|200000|2022-12-16 09:17:52|||||
"02"|"242013"|26113|2022-12-16 09:17:52|||||
"02"|"242014"|18549|2022-12-16 09:17:52|||||
"02"|"242015"|26113|2022-12-16 09:17:52|||||
"02"|"242016"|19530|2022-12-16 09:17:52|||||
"02"|"242017"|27170|2022-12-16 09:17:52|||||
"02"|"242018"|26113|2022-12-16 09:17:52|||||
"02"|"242019"|50087|2022-12-16 09:17:52|||||
"02"|"242020"|18549|2022-12-16 09:17:52|||||
"02"|"242021"|27171|2022-12-16 09:17:52|||||
"02"|"242022"|19021|2022-12-16 09:17:52|||||
"02"|"242023"|18549|2022-12-16 09:17:52|||||
"02"|"242024"|26113|2022-12-16 09:17:52|||||
"02"|"242025"|18549|2022-12-16 09:17:52|||||
"02"|"242026"|18463|2022-12-16 09:17:52|||||
"02"|"242027"|37004|2022-12-16 09:17:52|||||
"02"|"242028"|18549|2022-12-16 09:17:52|||||
"02"|"242029"|18549|2022-12-16 09:17:52|||||
"02"|"242030"|18549|2022-12-16 09:17:52|||||
"02"|"242032"|18549|2022-12-16 09:17:52|||||
"02"|"242034"|27261|2022-12-16 09:17:52|||||
"02"|"242035"|25992|2022-12-16 09:17:52|||||
"02"|"242036"|26113|2022-12-16 09:17:52|||||
"02"|"242037"|30587|2022-12-16 09:17:52|||||
"02"|"242038"|18549|2022-12-16 09:17:52|||||
"02"|"242039"|26113|2022-12-16 09:17:52|||||
"02"|"242041"|18549|2022-12-16 09:17:52|||||
"02"|"242042"|28387|2022-12-16 09:17:52|||||
"02"|"242043"|25992|2022-12-16 09:17:52|||||
"02"|"242044"|19492|2022-12-16 09:17:52|||||
"02"|"242045"|26113|2022-12-16 09:17:52|||||
"02"|"242046"|27171|2022-12-16 09:17:52|||||
"02"|"242048"|18549|2022-12-16 09:17:52|||||
"02"|"242049"|26113|2022-12-16 09:17:52|||||
"02"|"242050"|26113|2022-12-16 09:17:52|||||
"02"|"242051"|18549|2022-12-16 09:17:52|||||
"02"|"242052"|26113|2022-12-16 09:17:52|||||
"02"|"242053"|18463|2022-12-16 09:17:52|||||
"02"|"242054"|26113|2022-12-16 09:17:52|||||
"02"|"242055"|26113|2022-12-16 09:17:52|||||
"02"|"242056"|18549|2022-12-16 09:17:52|||||
"02"|"242057"|26113|2022-12-16 09:17:52|||||
"02"|"242058"|26113|2022-12-16 09:17:52|||||
"02"|"242059"|26113|2022-12-16 09:17:52|||||
"02"|"242060"|78292|2022-12-16 09:17:52|||||
"02"|"242061"|26113|2022-12-16 09:17:52|||||
"02"|"242061"|25992|2022-12-16 09:17:52|||||
"02"|"242063"|26113|2022-12-16 09:17:52|||||
"02"|"242064"|18549|2022-12-16 09:17:52|||||
"02"|"242065"|18549|2022-12-16 09:17:52|||||
"02"|"242066"|18035|2022-12-16 09:17:52|||||
"02"|"242067"|20061|2022-12-16 09:17:52|||||
"02"|"242068"|19020|2022-12-16 09:17:52|||||
"02"|"242069"|18934|2022-12-16 09:17:52|||||
"02"|"242070"|18463|2022-12-16 09:17:52|||||
"02"|"242071"|18549|2022-12-16 09:17:52|||||
"02"|"242072"|18799|2022-12-16 09:17:52|||||
"02"|"242073"|18549|2022-12-16 09:17:52|||||
"02"|"242074"|18549|2022-12-16 09:17:52|||||
"02"|"242075"|19915|2022-12-16 09:17:52|||||
"02"|"242076"|18639|2022-12-16 09:17:52|||||
"02"|"242077"|19492|2022-12-16 09:17:52|||||
"02"|"242078"|18549|2022-12-16 09:17:52|||||
"02"|"242079"|19022|2022-12-16 09:17:52|||||
"02"|"242080"|18549|2022-12-16 09:17:52|||||
"02"|"455408"|16243|2022-12-16 09:17:52|||||
"02"|"455409"|16243|2022-12-16 09:17:52|||||
"02"|"455410"|16243|2022-12-16 09:17:52|||||
"02"|"455411"|16243|2022-12-16 09:17:52|||||
"02"|"455412"|16243|2022-12-16 09:17:52|||||
"02"|"455413"|16243|2022-12-16 09:17:52|||||
"02"|"455414"|16243|2022-12-16 09:17:52|||||
"02"|"455415"|16243|2022-12-16 09:17:52|||||
"02"|"455416"|16243|2022-12-16 09:17:52|||||
"02"|"455417"|16243|2022-12-16 09:17:52|||||
"02"|"455418"|16243|2022-12-16 09:17:52|||||
"02"|"455420"|16243|2022-12-16 09:17:52|||||
"02"|"455421"|16243|2022-12-16 09:17:52|||||
"02"|"455424"|16243|2022-12-16 09:17:52|||||
"02"|"455425"|16243|2022-12-16 09:17:52|||||
"02"|"455426"|16243|2022-12-16 09:17:52|||||
"02"|"455428"|16243|2022-12-16 09:17:52|||||
"02"|"455429"|16243|2022-12-16 09:17:52|||||
"02"|"455430"|16243|2022-12-16 09:17:52|||||
"02"|"455431"|16243|2022-12-16 09:17:52|||||
"02"|"455432"|16243|2022-12-16 09:17:52|||||
"02"|"455433"|16243|2022-12-16 09:17:52|||||
"02"|"455434"|16243|2022-12-16 09:17:52|||||
"02"|"455435"|16243|2022-12-16 09:17:52|||||
"02"|"455436"|16243|2022-12-16 09:17:52|||||
"02"|"455437"|16243|2022-12-16 09:17:52|||||
"02"|"455438"|16243|2022-12-16 09:17:52|||||
"02"|"455439"|16243|2022-12-16 09:17:52|||||
"02"|"455440"|16243|2022-12-16 09:17:52|||||
"02"|"455441"|16243|2022-12-16 09:17:52|||||
"02"|"455442"|16243|2022-12-16 09:17:52|||||
"02"|"455443"|16243|2022-12-16 09:17:52|||||
"02"|"455444"|16243|2022-12-16 09:17:52|||||
"02"|"455445"|16243|2022-12-16 09:17:52|||||
"02"|"455446"|16243|2022-12-16 09:17:52|||||
"02"|"455447"|16243|2022-12-16 09:17:52|||||
"02"|"455448"|16243|2022-12-16 09:17:52|||||
"02"|"455449"|16243|2022-12-16 09:17:52|||||
"02"|"455450"|16243|2022-12-16 09:17:52|||||
"02"|"455451"|16243|2022-12-16 09:17:52|||||
"02"|"455452"|16243|2022-12-16 09:17:52|||||
"02"|"455453"|16243|2022-12-16 09:17:52|||||
"02"|"455454"|16243|2022-12-16 09:17:52|||||
"02"|"455455"|16243|2022-12-16 09:17:52|||||
"02"|"455456"|16243|2022-12-16 09:17:52|||||
"02"|"455457"|16243|2022-12-16 09:17:52|||||
"02"|"455458"|16243|2022-12-16 09:17:52|||||
"02"|"455459"|16243|2022-12-16 09:17:52|||||
"02"|"455460"|16243|2022-12-16 09:17:52|||||
"02"|"455461"|16243|2022-12-16 09:17:52|||||
"02"|"455462"|16243|2022-12-16 09:17:52|||||
"02"|"455463"|16243|2022-12-16 09:17:52|||||
"02"|"455464"|16243|2022-12-16 09:17:52|||||
"02"|"455465"|16243|2022-12-16 09:17:52|||||
"02"|"455466"|16243|2022-12-16 09:17:52|||||
"02"|"455467"|16243|2022-12-16 09:17:52|||||
"02"|"455468"|16243|2022-12-16 09:17:52|||||
"02"|"455469"|16243|2022-12-16 09:17:52|||||
"02"|"455470"|16243|2022-12-16 09:17:52|||||
"02"|"455471"|16243|2022-12-16 09:17:52|||||
"02"|"455472"|16243|2022-12-16 09:17:52|||||
"02"|"455473"|16243|2022-12-16 09:17:52|||||
"02"|"455474"|16243|2022-12-16 09:17:52|||||
"02"|"455475"|16243|2022-12-16 09:17:52|||||
"02"|"455476"|16243|2022-12-16 09:17:52|||||
"02"|"455478"|16243|2022-12-16 09:17:52|||||
"02"|"455479"|16243|2022-12-16 09:17:52|||||
"02"|"455480"|16243|2022-12-16 09:17:52|||||
"02"|"455982"|16620|2022-12-16 09:17:52|||||
"02"|"455998"|16620|2022-12-16 09:17:52|||||
"02"|"456009"|20000|2022-12-16 09:17:52|||||
"02"|"456014"|33732|2022-12-16 09:17:52|||||
"02"|"456060"|16243|2022-12-16 09:17:52|||||
"02"|"456146"|16243|2022-12-16 09:17:52|||||
"02"|"456147"|16243|2022-12-16 09:17:52|||||
"02"|"456148"|16243|2022-12-16 09:17:52|||||
"02"|"456149"|16243|2022-12-16 09:17:52|||||
"02"|"456150"|16243|2022-12-16 09:17:52|||||
"02"|"456151"|16620|2022-12-16 09:17:52|||||
"02"|"456152"|16620|2022-12-16 09:17:52|||||
"02"|"456153"|16620|2022-12-16 09:17:52|||||
"02"|"456154"|16620|2022-12-16 09:17:52|||||
"02"|"456155"|16620|2022-12-16 09:17:52|||||
"02"|"456156"|16620|2022-12-16 09:17:52|||||
"02"|"456158"|16620|2022-12-16 09:17:52|||||
"02"|"456159"|16620|2022-12-16 09:17:52|||||
"02"|"456160"|16620|2022-12-16 09:17:52|||||
"02"|"456161"|16620|2022-12-16 09:17:52|||||
"02"|"456162"|16620|2022-12-16 09:17:52|||||
"02"|"456163"|16243|2022-12-16 09:17:52|||||
"02"|"456164"|10383|2022-12-16 09:17:52|||||
"02"|"456165"|16243|2022-12-16 09:17:52|||||
"02"|"456166"|16243|2022-12-16 09:17:52|||||
"02"|"456167"|16243|2022-12-16 09:17:52|||||
"02"|"456168"|16243|2022-12-16 09:17:52|||||
"02"|"456169"|16243|2022-12-16 09:17:52|||||
"02"|"456170"|16620|2022-12-16 09:17:52|||||
"02"|"456171"|16620|2022-12-16 09:17:52|||||
"02"|"456173"|16620|2022-12-16 09:17:52|||||
"02"|"456174"|16620|2022-12-16 09:17:52|||||
"02"|"456175"|16620|2022-12-16 09:17:52|||||
"02"|"456176"|16620|2022-12-16 09:17:52|||||
"02"|"456177"|16620|2022-12-16 09:17:52|||||
"02"|"456178"|16620|2022-12-16 09:17:52|||||
"02"|"456179"|16620|2022-12-16 09:17:52|||||
"02"|"456180"|16620|2022-12-16 09:17:52|||||
"02"|"456181"|16620|2022-12-16 09:17:52|||||
"02"|"456182"|10383|2022-12-16 09:17:52|||||
"02"|"456183"|16620|2022-12-16 09:17:52|||||
"02"|"456184"|16620|2022-12-16 09:17:52|||||
"02"|"456185"|16620|2022-12-16 09:17:52|||||
"02"|"456186"|16620|2022-12-16 09:17:52|||||
"02"|"456187"|16620|2022-12-16 09:17:52|||||
"02"|"456189"|16620|2022-12-16 09:17:52|||||
"02"|"456190"|16620|2022-12-16 09:17:52|||||
"02"|"456192"|16620|2022-12-16 09:17:52|||||
"02"|"456194"|16620|2022-12-16 09:17:52|||||
"02"|"456195"|16620|2022-12-16 09:17:52|||||
"02"|"456196"|16620|2022-12-16 09:17:52|||||
"02"|"456197"|16620|2022-12-16 09:17:52|||||
"02"|"456199"|16620|2022-12-16 09:17:52|||||
"02"|"456200"|16620|2022-12-16 09:17:52|||||
"02"|"456201"|16620|2022-12-16 09:17:52|||||
"02"|"456202"|16620|2022-12-16 09:17:52|||||
"02"|"456203"|16620|2022-12-16 09:21:52|||||
"02"|"456203"|16620|2022-12-16 09:17:52|||||
"02"|"456205"|16620|2022-12-16 09:17:52|||||
"02"|"456206"|16620|2022-12-16 09:17:52|||||
"02"|"456207"|16243|2022-12-16 09:17:52|||||
"02"|"456208"|16620|2022-12-16 09:17:52|||||
"02"|"456209"|16620|2022-12-16 09:17:52|||||
"02"|"456210"|16620|2022-12-16 09:17:52|||||
"02"|"456211"|16243|2022-12-16 09:17:52|||||
"02"|"456212"|16243|2022-12-16 09:17:52|||||
"02"|"456213"|16243|2022-12-16 09:17:52|||||
"02"|"456213"|16620|2022-12-16 09:17:52|||||
"02"|"456215"|16620|2022-12-16 09:17:52|||||
"02"|"456216"|16620|2022-12-16 09:17:52|||||
"02"|"456217"|16620|2022-12-16 09:17:52|||||
"02"|"456218"|16620|2022-12-16 09:17:52|||||
"02"|"456219"|16620|2022-12-16 09:17:52|||||
"02"|"456220"|16620|2022-12-16 09:17:52|||||
"02"|"456221"|16620|2022-12-16 09:17:52|||||
"02"|"456222"|16620|2022-12-16 09:17:52|||||
"02"|"456223"|16620|2022-12-16 09:17:52|||||
"02"|"456224"|16620|2022-12-16 09:17:52|||||
"02"|"456225"|16620|2022-12-16 09:17:52|||||
"02"|"456227"|16620|2022-12-16 09:17:52|||||
"02"|"456228"|16620|2022-12-16 09:17:52|||||
"02"|"456229"|16620|2022-12-16 09:17:52|||||
"02"|"456230"|16620|2022-12-16 09:17:52|||||
"02"|"456231"|16620|2022-12-16 09:17:52|||||
"02"|"456232"|16620|2022-12-16 09:17:52|||||
"02"|"456233"|16620|2022-12-16 09:17:52|||||
"02"|"456234"|16620|2022-12-16 09:17:52|||||
"02"|"456235"|16620|2022-12-16 09:17:52|||||
"02"|"456236"|16620|2022-12-16 09:17:52|||||
"02"|"456237"|16243|2022-12-16 09:17:52|||||
"02"|"456239"|16620|2022-12-16 09:17:52|||||
"02"|"456240"|16620|2022-12-16 09:17:52|||||
"02"|"456241"|16243|2022-12-16 09:17:52|||||
"02"|"456242"|16243|2022-12-16 09:17:52|||||
"02"|"456243"|16620|2022-12-16 09:17:52|||||
"02"|"456244"|16243|2022-12-16 09:17:52|||||
"02"|"456246"|16620|2022-12-16 09:17:52|||||
"02"|"456247"|16620|2022-12-16 09:17:52|||||
"02"|"456248"|16620|2022-12-16 09:17:52|||||
"02"|"456249"|16620|2022-12-16 09:17:52|||||
"02"|"456250"|16620|2022-12-16 09:17:52|||||
"02"|"456251"|16620|2022-12-16 09:17:52|||||
"02"|"456252"|16620|2022-12-16 09:17:52|||||
"02"|"456253"|16620|2022-12-16 09:17:52|||||
"02"|"456254"|16620|2022-12-16 09:17:52|||||
"02"|"456258"|16620|2022-12-16 09:17:52|||||
"02"|"456259"|16620|2022-12-16 09:17:52|||||
"02"|"456260"|26568|2022-12-16 09:17:52|||||
"02"|"456261"|16620|2022-12-16 09:17:52|||||
"02"|"456263"|16243|2022-12-16 09:17:52|||||
"02"|"456264"|16243|2022-12-16 09:17:52|||||
"02"|"456266"|16243|2022-12-16 09:17:52|||||
"02"|"456267"|16243|2022-12-16 09:17:52|||||
"02"|"456268"|16243|2022-12-16 09:17:52|||||
"02"|"456269"|16243|2022-12-16 09:17:52|||||
"02"|"456270"|16243|2022-12-16 09:17:52|||||
"02"|"456271"|16243|2022-12-16 09:17:52|||||
"02"|"456272"|16243|2022-12-16 09:17:52|||||
"02"|"456273"|16620|2022-12-16 09:17:52|||||
"02"|"456274"|16243|2022-12-16 09:17:52|||||
"02"|"456275"|16243|2022-12-16 09:17:52|||||
"02"|"456276"|16243|2022-12-16 09:17:52|||||
"02"|"456277"|16620|2022-12-16 09:17:52|||||
"02"|"456278"|16243|2022-12-16 09:17:52|||||
"02"|"456279"|16620|2022-12-16 09:19:52|||||
"02"|"456279"|16620|2022-12-16 09:17:52|||||
"02"|"456281"|16620|2022-12-16 09:17:52|||||
"02"|"456282"|16620|2022-12-16 09:17:52|||||
"02"|"456283"|16620|2022-12-16 09:17:52|||||
"02"|"456284"|16620|2022-12-16 09:17:52|||||
"02"|"456285"|16620|2022-12-16 09:17:52|||||
"02"|"456286"|16620|2022-12-16 09:17:52|||||
"03"|1|32971|2022-12-12 12:27:19|||||
