"01"|REFERENCIA|VALOR|FECHA|CAMPO1|CAMPO2|CAMPO3|CAMPO4|CAMPO5
"02"|"286469"|25856|2022-12-12 09:17:52|||||
"02"|"286470"|26727|2022-12-12 09:17:52|||||
"02"|"286471"|26856|2022-12-12 09:17:52|||||
"02"|"286472"|26727|2022-12-12 09:17:52|||||
"02"|"286474"|25856|2022-12-12 09:17:52|||||
"02"|"286475"|25856|2022-12-12 09:17:52|||||
"02"|"286476"|25856|2022-12-12 09:17:52|||||
"02"|"286478"|18365|2022-12-12 09:17:52|||||
"02"|"286479"|25856|2022-12-12 09:17:52|||||
"02"|"286481"|25856|2022-12-12 09:17:52|||||
"03"|1|32971|2022-12-12 12:27:19|||||
