ANIO_FACTURACION;MES_FACTURACION;CONCEPTO;CLIENTE;FECHA_GRABACION;BANCO;EXTRACTO;VALOR_PAGO
2022;12;411;184484499;28-Nov-22;CSW;35598759;28594
2022;12;411;182559536;28-Nov-22;CSW;35598759;28594
2022;12;411;424727622;28-Nov-22;CSW;35598759;28594
2022;12;411;416034772;28-Nov-22;CSW;35598759;19672
2022;12;411;416059425;28-Nov-22;CSW;35598759;19672
2022;12;411;416031321;28-Nov-22;CSW;35598759;19672
2022;12;411;416032108;28-Nov-22;CSW;35598759;19672
2022;12;411;442409933;28-Nov-22;CSW;35598759;19672
2022;12;411;415917499;30-Nov-22;CSW;35598759;19672
2022;12;411;418822353;30-Nov-22;CSW;35598759;19672
2022;12;411;458695461;30-Nov-22;CSW;35598759;19224
2022;12;411;184270768;30-Nov-22;CSW;35598759;27686
2022;12;411;392114502;30-Nov-22;CSW;35598759;27686
2022;12;411;889595530;30-Nov-22;CSW;35598759;19672
2022;12;411;184272322;30-Nov-22;CSW;35598759;27686
2022;12;411;317334183;30-Nov-22;CSW;35598759;47473
2022;12;411;184645004;30-Nov-22;CSW;35598759;60780
2022;12;411;182183403;30-Nov-22;CSW;35598759;28594
2022;12;411;183200506;28-Nov-22;CSW;35598759;19672
2022;12;411;210607886;28-Nov-22;CSW;35598759;16970
2022;12;411;281350959;28-Nov-22;CSW;35598759;27686
2022;12;411;540355534;28-Nov-22;CSW;35598759;17346
2022;12;411;428775149;28-Nov-22;CSW;35598759;27038
2022;12;411;340275747;28-Nov-22;CSW;35598759;27686
2022;12;411;387027683;28-Nov-22;CSW;35598759;52501
2022;12;411;355808789;28-Nov-22;CSW;35598759;19224
2022;12;411;211901434;28-Nov-22;CSW;35598759;19224
2022;12;411;289393128;28-Nov-22;CSW;35598759;19672
2022;12;411;459275414;28-Nov-22;CSW;35598759;19672
2022;12;411;366635127;28-Nov-22;CSW;35598759;19672
2022;12;411;498375500;28-Nov-22;CSW;35598759;19672
2022;12;411;212479037;28-Nov-22;CSW;35598759;19672
2022;12;411;557295393;28-Nov-22;CSW;35598759;27686
2022;12;411;270353604;28-Nov-22;CSW;35598759;27038
2022;12;411;416356475;28-Nov-22;CSW;35598759;27038
2022;12;411;682116926;28-Nov-22;CSW;35598759;245319
2022;12;411;311578907;28-Nov-22;CSW;35598759;19224
2022;12;411;429605928;28-Nov-22;CSW;35598759;27686
2022;12;411;312246284;28-Nov-22;CSW;35598759;19672
2022;12;411;346788306;28-Nov-22;CSW;35598759;19672
2022;12;411;180992003;28-Nov-22;CSW;35598759;12306
2022;12;411;844656935;28-Nov-22;CSW;35598759;17346
2022;12;411;180972255;28-Nov-22;CSW;35598759;17346
2022;12;411;109765828;28-Nov-22;CSW;35598759;17346
2022;12;411;418281228;28-Nov-22;CSW;35598759;19672
2022;12;411;284373805;28-Nov-22;CSW;35598759;17346
2022;12;411;181476317;28-Nov-22;CSW;35598759;12306
2022;12;411;338949192;28-Nov-22;CSW;35598759;17346
2022;12;411;330258503;28-Nov-22;CSW;35598759;17346
2022;12;411;424691486;28-Nov-22;CSW;35598759;17346
2022;12;411;368154181;28-Nov-22;CSW;35598759;17346
2022;12;411;368151730;28-Nov-22;CSW;35598759;17346
2022;12;411;383361352;28-Nov-22;CSW;35598759;17346
2022;12;411;316788975;28-Nov-22;CSW;35598759;16970
2022;12;411;180985475;28-Nov-22;CSW;35598759;17346
2022;12;411;181566105;28-Nov-22;CSW;35598759;17346
2022;12;411;436746248;28-Nov-22;CSW;35598759;17346
2022;12;411;312018507;28-Nov-22;CSW;35598759;19672
2022;12;411;312019384;28-Nov-22;CSW;35598759;19672
2022;12;411;906855241;28-Nov-22;CSW;35598759;17346
2022;12;411;181554772;28-Nov-22;CSW;35598759;17346
2022;12;411;360678730;28-Nov-22;CSW;35598759;19672
2022;12;411;181484722;28-Nov-22;CSW;35598759;16970
2022;12;411;181196774;28-Nov-22;CSW;35598759;16970
2022;12;411;396570482;28-Nov-22;CSW;35598759;17346
2022;12;411;177884467;28-Nov-22;CSW;35598759;37823
2022;12;411;410269504;28-Nov-22;CSW;35598759;27686
2022;12;411;178735771;28-Nov-22;CSW;35598759;27686
2022;12;411;177483522;28-Nov-22;CSW;35598759;27686
2022;12;411;324097557;28-Nov-22;CSW;35598759;27686
2022;12;411;176788879;28-Nov-22;CSW;35598759;27686
2022;12;411;176786205;28-Nov-22;CSW;35598759;17092
2022;12;411;176789656;28-Nov-22;CSW;35598759;27686
2022;12;411;288116704;28-Nov-22;CSW;35598759;27686
2022;12;411;176787092;28-Nov-22;CSW;35598759;27686
2022;12;411;178081669;28-Nov-22;CSW;35598759;27686
2022;12;411;381420938;28-Nov-22;CSW;35598759;66672
2022;12;411;435490871;28-Nov-22;CSW;35598759;27686
2022;12;411;280775801;28-Nov-22;CSW;35598759;27686
2022;12;411;280771783;28-Nov-22;CSW;35598759;27686
2022;12;411;177302706;28-Nov-22;CSW;35598759;27686
2022;12;411;345202668;28-Nov-22;CSW;35598759;17346
2022;12;411;176853004;28-Nov-22;CSW;35598759;64112
2022;12;411;176854891;28-Nov-22;CSW;35598759;64112
2022;12;411;436350377;28-Nov-22;CSW;35598759;17092
2022;12;411;436348754;28-Nov-22;CSW;35598759;27686
2022;12;411;436349531;28-Nov-22;CSW;35598759;27686
2022;12;411;436346190;28-Nov-22;CSW;35598759;27686
2022;12;411;436347977;28-Nov-22;CSW;35598759;27686
2022;12;411;436344626;28-Nov-22;CSW;35598759;17092
2022;12;411;436345303;28-Nov-22;CSW;35598759;27686
2022;12;411;173332807;28-Nov-22;CSW;35598759;27686
2022;12;411;173874972;28-Nov-22;CSW;35598759;27686
2022;12;411;174888828;28-Nov-22;CSW;35598759;66672
2022;12;411;402072331;28-Nov-22;CSW;35598759;27686
