ANIO_FACTURACION;MES_FACTURACION;CONCEPTO;CLIENTE;FECHA_GRABACION;BANCO;EXTRACTO;VALOR_PAGO
2022;11;411;429889962;2-Nov-22;X4;19206220;24
2022;11;411;429889962;26-Oct-22;X4;19206220;90
2022;11;411;429898054;10-Oct-22;X4;19206220;100
2022;11;411;429903855;12-Oct-22;X4;19206220;45
2022;11;411;429906106;6-Oct-22;X4;19206220;678
2022;11;411;429908760;20-Oct-22;X4;19206220;1380
2022;11;411;429912947;27-Oct-22;X4;19206220;1234
2022;11;411;429918639;10-Oct-22;X4;19206220;24
2022;11;411;429920252;4-Oct-22;X4;19206220;90
2022;11;411;429922816;12-Oct-22;X4;19206220;100
2022;11;411;429927721;10-Oct-22;X4;19206220;45
2022;11;411;429931908;12-Oct-22;X4;19206220;678
2022;11;411;429934359;2-Nov-22;X4;19206220;1380
2022;11;411;429938487;19-Oct-22;X4;19206220;1234
2022;11;411;429938487;10-Oct-22;X4;19206220;24
2022;11;411;430070300;4-Oct-22;X4;19206220;90
2022;11;411;430067900;12-Oct-22;X4;19206220;100
2022;11;411;430063872;8-Oct-22;X4;19206220;45
2022;11;411;430054780;10-Oct-22;X4;19206220;678
2022;11;411;430048939;8-Oct-22;X4;19206220;1380
2022;11;411;430043024;5-Oct-22;X4;19206220;1234
2022;11;411;430042247;6-Oct-22;X4;19206220;24
2022;11;411;430038060;5-Oct-22;X4;19206220;90
2022;11;411;430031591;6-Oct-22;X4;19206220;100
2022;11;411;430027304;2-Nov-22;X4;19206220;45
2022;11;411;430013307;4-Oct-22;X4;19206220;678
2022;11;411;430011743;12-Oct-22;X4;19206220;1380
2022;11;411;429952533;4-Oct-22;X4;19206220;1234
2022;11;411;429957448;13-Oct-22;X4;19206220;1380
2022;11;411;429957448;4-Oct-22;X4;19206220;1234
