ANIO_FACTURACION;MES_FACTURACION;CONCEPTO;CLIENTE;FECHA_GRABACION;BANCO;EXTRACTO;VALOR_PAGO
2022;12;411;408818329;3-dic-21;CSW;35598759;17346
2022;12;411;425565989;3-dic-21;CSW;35598759;16970
2022;12;411;425567543;3-dic-21;CSW;35598759;16970
2022;12;411;338732110;3-dic-21;CSW;35598759;17346
2022;12;411;344278704;3-dic-21;CSW;35598759;19672
2022;12;411;419871990;3-dic-21;CSW;35598759;16970
2022;12;411;324536251;3-dic-21;CSW;35598759;19672
2022;12;411;431994308;3-dic-21;CSW;35598759;17346
2022;12;411;434669862;3-dic-21;CSW;35598759;19672
2022;12;411;423992705;3-dic-21;CSW;35598759;17346
