ANIO_FACTURACION;MES_FACTURACION;CONCEPTO;CLIENTE;FECHA_GRABACION;BANCO;EXTRACTO;VALOR_PAGO
2022;12;411;124817803;28-Nov-22;CSW;35598759;27686
2022;12;411;185641835;28-Nov-22;CSW;35598759;27686
2022;12;411;185631966;28-Nov-22;CSW;35598759;27686
2022;12;411;186008995;28-Nov-22;CSW;35598759;27686
2022;12;411;328705907;28-Nov-22;CSW;35598759;27686
2022;12;411;373109803;28-Nov-22;CSW;35598759;19672
2022;12;411;385969108;28-Nov-22;CSW;35598759;17346
2022;12;411;124817803;28-Nov-22;CSW;35598759;19672
2022;12;411;383349860;30-Nov-22;CSW;35598759;19672
2022;12;411;442432181;30-Nov-22;CSW;35598759;27686
2022;12;411;442433968;30-Nov-22;CSW;35598759;27686
2022;12;411;442434745;30-Nov-22;CSW;35598759;27686
2022;12;411;413167830;30-Nov-22;CSW;35598759;27686
2022;12;411;506276548;30-Nov-22;CSW;35598759;27686
2022;12;411;420637118;30-Nov-22;CSW;35598759;16970
2022;12;411;212987267;30-Nov-22;CSW;35598759;17346
2022;12;411;611216315;30-Nov-22;CSW;35598759;17346
2022;12;411;212983139;30-Nov-22;CSW;35598759;19672
2022;12;411;213664636;28-Nov-22;CSW;35598759;19672
2022;12;411;213658895;28-Nov-22;CSW;35598759;17346
2022;12;411;425528734;28-Nov-22;CSW;35598759;19672
2022;12;411;441400941;28-Nov-22;CSW;35598759;16970
2022;12;411;405888975;28-Nov-22;CSW;35598759;17346
2022;12;411;401434608;28-Nov-22;CSW;35598759;17346
2022;12;411;383201151;28-Nov-22;CSW;35598759;19672
2022;12;411;210409916;28-Nov-22;CSW;35598759;19672
2022;12;411;343938708;28-Nov-22;CSW;35598759;66672
2022;12;411;209865524;28-Nov-22;CSW;35598759;19672
2022;12;411;422054741;28-Nov-22;CSW;35598759;19672
2022;12;411;528496312;28-Nov-22;CSW;35598759;19672
2022;12;411;210779510;28-Nov-22;CSW;35598759;19672
2022;12;411;412755120;28-Nov-22;CSW;35598759;19224
2022;12;411;439668550;28-Nov-22;CSW;35598759;19224
2022;12;411;421846793;28-Nov-22;CSW;35598759;16970
2022;12;411;387415308;28-Nov-22;CSW;35598759;19672
2022;12;411;327888438;28-Nov-22;CSW;35598759;16970
2022;12;411;762535390;28-Nov-22;CSW;35598759;66672
2022;12;411;392147560;28-Nov-22;CSW;35598759;19672
2022;12;411;375843054;28-Nov-22;CSW;35598759;19672
2022;12;411;374592492;28-Nov-22;CSW;35598759;19672
2022;12;411;343544301;28-Nov-22;CSW;35598759;19672
2022;12;411;346705783;28-Nov-22;CSW;35598759;19672
2022;12;411;369625915;28-Nov-22;CSW;35598759;19672
2022;12;411;356725278;28-Nov-22;CSW;35598759;19672
2022;12;411;343058483;28-Nov-22;CSW;35598759;19672
2022;12;411;788055231;28-Nov-22;CSW;35598759;19672
2022;12;411;907275266;28-Nov-22;CSW;35598759;19672
2022;12;411;354483049;28-Nov-22;CSW;35598759;19672
2022;12;411;310436121;28-Nov-22;CSW;35598759;17346
2022;12;411;327926207;28-Nov-22;CSW;35598759;17346
2022;12;411;751135536;28-Nov-22;CSW;35598759;17346
2022;12;411;387688586;28-Nov-22;CSW;35598759;17346
2022;12;411;383315915;28-Nov-22;CSW;35598759;19672
2022;12;411;428456897;28-Nov-22;CSW;35598759;19672
2022;12;411;380255087;28-Nov-22;CSW;35598759;19672
2022;12;411;878936435;28-Nov-22;CSW;35598759;19672
2022;12;411;212342084;28-Nov-22;CSW;35598759;28594
2022;12;411;213587968;28-Nov-22;CSW;35598759;19224
2022;12;411;103420602;28-Nov-22;CSW;35598759;17346
2022;12;411;884143988;28-Nov-22;CSW;35598759;28594
2022;12;411;349429125;28-Nov-22;CSW;35598759;17346
2022;12;411;349429125;28-Nov-22;CSW;35598759;17346
2022;12;411;211567302;28-Nov-22;CSW;35598759;27686
2022;12;411;211855260;28-Nov-22;CSW;35598759;19672
2022;12;411;211857824;28-Nov-22;CSW;35598759;19672
2022;12;411;391624437;28-Nov-22;CSW;35598759;17346
2022;12;411;211814997;28-Nov-22;CSW;35598759;19224
2022;12;411;412659591;28-Nov-22;CSW;35598759;17346
2022;12;411;785835032;28-Nov-22;CSW;35598759;16970
2022;12;411;117212136;28-Nov-22;CSW;35598759;16970
2022;12;411;361790948;28-Nov-22;CSW;35598759;16970
2022;12;411;321529066;28-Nov-22;CSW;35598759;16970
2022;12;411;108234650;28-Nov-22;CSW;35598759;16970
2022;12;411;785715427;28-Nov-22;CSW;35598759;17346
2022;12;411;475495864;28-Nov-22;CSW;35598759;16970
2022;12;411;784635559;28-Nov-22;CSW;35598759;16970
2022;12;411;412134913;28-Nov-22;CSW;35598759;17346
2022;12;411;397118105;28-Nov-22;CSW;35598759;16970
2022;12;411;357407652;28-Nov-22;CSW;35598759;17346
2022;12;411;598295420;28-Nov-22;CSW;35598759;19672
2022;12;411;212376829;28-Nov-22;CSW;35598759;17346
2022;12;411;402597909;28-Nov-22;CSW;35598759;17346
2022;12;411;209728512;28-Nov-22;CSW;35598759;17346
2022;12;411;388335238;28-Nov-22;CSW;35598759;17346
2022;12;411;113163005;28-Nov-22;CSW;35598759;27686
2022;12;411;396114118;28-Nov-22;CSW;35598759;19672
2022;12;411;379891571;28-Nov-22;CSW;35598759;19672
2022;12;411;343060006;28-Nov-22;CSW;35598759;19672
2022;12;411;346809778;28-Nov-22;CSW;35598759;19672
2022;12;411;366398611;28-Nov-22;CSW;35598759;19672
2022;12;411;378425389;28-Nov-22;CSW;35598759;19672
2022;12;411;383348083;28-Nov-22;CSW;35598759;19672
2022;12;411;372004272;28-Nov-22;CSW;35598759;19672
2022;12;411;376207763;28-Nov-22;CSW;35598759;19672
2022;12;411;407542004;28-Nov-22;CSW;35598759;19672
2022;12;411;397819421;28-Nov-22;CSW;35598759;19672
2022;12;411;367486804;28-Nov-22;CSW;35598759;19672
2022;12;411;366432352;28-Nov-22;CSW;35598759;19672
2022;12;411;397740248;28-Nov-22;CSW;35598759;19672
2022;12;411;380746800;28-Nov-22;CSW;35598759;19672
2022;12;411;374499204;28-Nov-22;CSW;35598759;19672
2022;12;411;343054355;28-Nov-22;CSW;35598759;19672
2022;12;411;410719954;28-Nov-22;CSW;35598759;19672
2022;12;411;356764187;28-Nov-22;CSW;35598759;19672
2022;12;411;372089369;28-Nov-22;CSW;35598759;19672
2022;12;411;424144447;28-Nov-22;CSW;35598759;19672
2022;12;411;434100470;28-Nov-22;CSW;35598759;17346
2022;12;411;396446790;28-Nov-22;CSW;35598759;16970
2022;12;411;387492239;28-Nov-22;CSW;35598759;16970
2022;12;411;319192137;28-Nov-22;CSW;35598759;27686
