"01"|REFERENCIA|VALOR|FECHA|CAMPO1|CAMPO2|CAMPO3|CAMPO4|CAMPO5
"02"|"286482"|25856|2022-12-13 09:17:52|||||
"02"|"286483"|25856|2022-12-13 09:17:52|||||
"02"|"286484"|25856|2022-12-13 09:17:52|||||
"02"|"286485"|41182|2022-12-13 09:17:52|||||
"02"|"286486"|25856|2022-12-13 09:17:52|||||
"02"|"286491"|26914|2022-12-13 09:17:52|||||
"02"|"286492"|25856|2022-12-13 09:17:52|||||
"02"|"286493"|26919|2022-12-13 09:17:52|||||
"02"|"286495"|25856|2022-12-13 09:17:52|||||
"02"|"286496"|25856|2022-12-13 09:17:52|||||
"03"|1|32971|2022-12-12 12:27:19|||||
