ANIO_FACTURACION;MES_FACTURACION;CONCEPTO;CLIENTE;FECHA_GRABACION;BANCO;EXTRACTO;VALOR_PAGO
2022;11;411;305793233;29-Nov-22;CSW;35598912;16970
2022;11;411;593135754;29-Nov-22;CTW;35598913;52006
2022;11;411;106478190;29-Nov-22;166;35599067;52006
2022;11;411;116887187;29-Nov-22;CTW;35598913;52006
2022;11;411;851015860;30-Nov-22;CSW;35599039;27347
2022;11;411;178853812;30-Nov-22;CTW;35599040;27686
2022;11;411;439980433;29-Nov-22;CTW;35598913;27686
2022;11;411;436199472;29-Nov-22;CTW;35598913;56006
2022;11;411;175575076;29-Nov-22;CSW;35598912;17346
2022;11;411;442278835;29-Nov-22;166;35599067;27686
2022;11;411;442277058;29-Nov-22;CTW;35598913;27686
2022;11;411;401229010;30-Nov-22;CSW;35599039;28594
2022;11;411;401227456;29-Nov-22;CSW;35598912;28594
2022;11;411;439739487;29-Nov-22;CTW;35598913;28594
2022;11;411;439750192;30-Nov-22;CTW;35599040;28594
2022;11;411;287805648;29-Nov-22;CTW;35598913;19672
2022;11;411;173292474;29-Nov-22;AT3;35599047;19672
2022;11;411;431884662;29-Nov-22;CSW;35598912;19672
2022;11;411;119560136;30-Nov-22;CSW;35599039;16970
2022;11;411;287312351;29-Nov-22;CSW;35598912;17346
2022;11;411;435282932;30-Nov-22;CSW;35599039;19672
2022;11;411;333449702;30-Nov-22;CTW;35599040;17346
2022;11;411;423966106;29-Nov-22;AT3;35599047;66672
2022;11;411;752375605;30-Nov-22;CSW;35599039;17346
2022;11;411;318011452;30-Nov-22;AT3;35599207;17346
2022;11;411;106071463;30-Nov-22;CTW;35599040;19672
2022;11;411;348043174;29-Nov-22;CSW;35598912;19224
2022;11;411;994775527;29-Nov-22;AT1;35599046;17346
2022;11;411;211241581;30-Nov-22;CTW;35599040;17346
2022;11;411;316844018;30-Nov-22;CTW;35599040;17346
2022;11;411;353950947;30-Nov-22;CSW;35599039;17346
2022;11;411;799035199;29-Nov-22;CTW;35598913;17346
2022;11;411;401265488;29-Nov-22;CSW;35598912;17346
2022;11;411;410713262;29-Nov-22;CTW;35598913;17346
2022;11;411;287082273;30-Nov-22;CTW;35599040;17346
2022;11;411;271440000;30-Nov-22;CSW;35599039;17346
2022;11;411;211690317;30-Nov-22;CTW;35599040;27038
2022;11;411;103963564;30-Nov-22;CTW;35599040;17346
2022;11;411;212301601;29-Nov-22;CTW;35598913;17346
2022;11;411;918715443;29-Nov-22;CTW;35598913;17346
2022;11;411;390537931;30-Nov-22;AT3;35599207;17346
2022;11;411;405561267;29-Nov-22;CSW;35598912;17346
2022;11;411;211227425;29-Nov-22;CSW;35598912;19672
2022;11;411;211143388;29-Nov-22;166;35599067;19672
2022;11;411;211232499;30-Nov-22;CTW;35599040;19672
2022;11;411;451655592;29-Nov-22;CTW;35598913;51028
2022;11;411;392488324;29-Nov-22;CTW;35598913;17346
2022;11;411;400311703;29-Nov-22;R5;35599050;17346
2022;11;411;411212419;30-Nov-22;CTW;35599040;17346
2022;11;411;212654808;29-Nov-22;CSW;35598912;19672
2022;11;411;213308039;30-Nov-22;CTW;35599040;19672
2022;11;411;213309816;29-Nov-22;CSW;35598912;17346
2022;11;411;358493534;30-Nov-22;CTW;35599040;17346
2022;11;411;213310652;29-Nov-22;CTW;35598913;17346
2022;11;411;210587201;29-Nov-22;CTW;35598913;17346
2022;11;411;937795360;29-Nov-22;CSW;35598912;17346
2022;11;411;213311439;30-Nov-22;AT1;35599206;17346
2022;11;411;439680042;29-Nov-22;CSW;35598912;17346
2022;11;411;402740509;29-Nov-22;CTW;35598913;17346
2022;11;411;213338756;30-Nov-22;166;35599223;19672
2022;11;411;340969545;29-Nov-22;CSW;35598912;17346
2022;11;411;340970381;30-Nov-22;CSW;35599039;17346
2022;11;411;340968768;29-Nov-22;CSW;35598912;17346
2022;11;411;414737754;29-Nov-22;CSW;35598912;17346
2022;11;411;409258192;29-Nov-22;CTW;35598913;19672
2022;11;411;214792405;30-Nov-22;CSW;35599039;17346
2022;11;411;423487816;29-Nov-22;AT3;35599047;17346
2022;11;411;362089512;30-Nov-22;166;35599223;17346
2022;11;411;362088735;30-Nov-22;AT3;35599207;17346
2022;11;411;375865366;29-Nov-22;CSW;35598912;17346
2022;11;411;375867920;29-Nov-22;AT1;35599046;17346
2022;11;411;372497822;29-Nov-22;CSW;35598912;17346
2022;11;411;118966127;30-Nov-22;CSW;35599039;17346
2022;11;411;110038769;30-Nov-22;CSW;35599039;17346
2022;11;411;371977040;29-Nov-22;CTW;35598913;17346
2022;11;411;371978827;30-Nov-22;CTW;35599040;17346
2022;11;411;404518312;29-Nov-22;CTW;35598913;17346
2022;11;411;123538198;30-Nov-22;CTW;35599040;17346
2022;11;411;300644213;29-Nov-22;CTW;35598913;17346
2022;11;411;320416120;29-Nov-22;166;35599067;17346
2022;11;411;109916774;29-Nov-22;166;35599067;17346
2022;11;411;377304138;29-Nov-22;AT1;35599046;17346
2022;11;411;337397452;29-Nov-22;CTW;35598913;19672
2022;11;411;367848920;30-Nov-22;CSW;35599039;17346
2022;11;411;325677340;29-Nov-22;AT3;35599047;17346
2022;11;411;300480157;30-Nov-22;CTW;35599040;17346
2022;11;411;411211632;30-Nov-22;AT3;35599207;17346
2022;11;411;317650094;30-Nov-22;AT3;35599207;17346
2022;11;411;106778481;29-Nov-22;CTW;35598913;17346
2022;11;411;399778029;29-Nov-22;CTW;35598913;17346
2022;11;411;125042268;29-Nov-22;CTW;35598913;17346
2022;11;411;381528951;29-Nov-22;CTW;35598913;17346
2022;11;411;390688040;29-Nov-22;CTW;35598913;17346
2022;11;411;369869363;30-Nov-22;CTW;35599040;17346
2022;11;411;395996211;29-Nov-22;CSW;35598912;17346
2022;11;411;395997008;30-Nov-22;AT3;35599207;17346
2022;11;411;344217593;30-Nov-22;CTW;35599040;17346
2022;11;411;399540422;29-Nov-22;CTW;35598913;17346
2022;11;411;341129502;29-Nov-22;CTW;35598913;17346
2022;11;411;125426706;30-Nov-22;AT3;35599207;17346
