ANIO_FACTURACION;MES_FACTURACION;CONCEPTO;CLIENTE;FECHA_GRABACION;BANCO;EXTRACTO;VALOR_PAGO
2022;11;411;184484499;2-Nov-22;X4;19206220;123
2022;11;411;182559536;26-Oct-22;X4;19206220;4321
2022;11;411;424727622;10-Oct-22;X4;19206220;2000
2022;11;411;416034772;12-Oct-22;X4;19206220;345
2022;11;411;416059425;6-Oct-22;X4;19206220;12
2022;11;411;416031321;20-Oct-22;X4;19206220;3223
2022;11;411;416032108;27-Oct-22;X4;19206220;500
2022;11;411;442409933;10-Oct-22;X4;19206220;700
2022;11;411;415917499;4-Oct-22;X4;19206220;800
2022;11;411;418822353;12-Oct-22;X4;19206220;890
2022;11;411;458695461;10-Oct-22;X4;19206220;123
2022;11;411;184270768;12-Oct-22;X4;19206220;4321
2022;11;411;392114502;2-Nov-22;X4;19206220;2000
2022;11;411;889595530;19-Oct-22;X4;19206220;345
2022;11;411;184272322;10-Oct-22;X4;19206220;12
2022;11;411;317334183;4-Oct-22;X4;19206220;3223
2022;11;411;184645004;12-Oct-22;X4;19206220;500
2022;11;411;182183403;8-Oct-22;X4;19206220;700
2022;11;411;183200506;10-Oct-22;X4;19206220;800
2022;11;411;210607886;8-Oct-22;X4;19206220;890
2022;11;411;281350959;5-Oct-22;X4;19206220;123
2022;11;411;540355534;6-Oct-22;X4;19206220;4321
2022;11;411;428775149;5-Oct-22;X4;19206220;2000
2022;11;411;340275747;6-Oct-22;X4;19206220;345
2022;11;411;387027683;2-Nov-22;X4;19206220;12
2022;11;411;355808789;4-Oct-22;X4;19206220;3223
2022;11;411;211901434;12-Oct-22;X4;19206220;500
2022;11;411;289393128;4-Oct-22;X4;19206220;700
2022;11;411;459275414;13-Oct-22;X4;19206220;800
2022;11;411;366635127;4-Oct-22;X4;19206220;890
2022;11;411;498375500;4-Oct-22;X4;19206220;123
2022;11;411;212479037;4-Oct-22;X4;19206220;4321
2022;11;411;557295393;4-Oct-22;X4;19206220;2000
2022;11;411;270353604;4-Oct-22;X4;19206220;345
2022;11;411;416356475;4-Oct-22;X4;19206220;12
2022;11;411;682116926;4-Oct-22;X4;19206220;3223
2022;11;411;311578907;4-Oct-22;X4;19206220;500
2022;11;411;429605928;4-Oct-22;X4;19206220;700
2022;11;411;312246284;4-Oct-22;X4;19206220;800
2022;11;411;346788306;4-Oct-22;X4;19206220;890
2022;11;411;180992003;4-Oct-22;X4;19206220;123
2022;11;411;844656935;4-Oct-22;X4;19206220;4321
2022;11;411;180972255;4-Oct-22;X4;19206220;2000
2022;11;411;109765828;4-Oct-22;X4;19206220;345
2022;11;411;418281228;4-Oct-22;X4;19206220;12
2022;11;411;284373805;4-Oct-22;X4;19206220;3223
2022;11;411;181476317;4-Oct-22;X4;19206220;500
2022;11;411;338949192;4-Oct-22;X4;19206220;700
2022;11;411;330258503;4-Oct-22;X4;19206220;800
2022;11;411;424691486;4-Oct-22;X4;19206220;890
2022;11;411;368154181;4-Oct-22;X4;19206220;123
2022;11;411;368151730;4-Oct-22;X4;19206220;4321
2022;11;411;383361352;4-Oct-22;X4;19206220;2000
2022;11;411;316788975;4-Oct-22;X4;19206220;345
2022;11;411;180985475;4-Oct-22;X4;19206220;12
2022;11;411;181566105;4-Oct-22;X4;19206220;3223
2022;11;411;436746248;4-Oct-22;X4;19206220;500
2022;11;411;312018507;4-Oct-22;X4;19206220;700
2022;11;411;312019384;4-Oct-22;X4;19206220;800
2022;11;411;906855241;4-Oct-22;X4;19206220;890
2022;11;411;181554772;4-Oct-22;X4;19206220;123
2022;11;411;360678730;4-Oct-22;X4;19206220;4321
2022;11;411;181484722;4-Oct-22;X4;19206220;2000
2022;11;411;181196774;4-Oct-22;X4;19206220;345
2022;11;411;396570482;4-Oct-22;X4;19206220;12
2022;11;411;177884467;4-Oct-22;X4;19206220;3223
2022;11;411;410269504;4-Oct-22;X4;19206220;500
2022;11;411;178735771;4-Oct-22;X4;19206220;700
2022;11;411;177483522;4-Oct-22;X4;19206220;800
2022;11;411;324097557;4-Oct-22;X4;19206220;890
2022;11;411;176788879;4-Oct-22;X4;19206220;123
2022;11;411;176786205;4-Oct-22;X4;19206220;4321
2022;11;411;176789656;4-Oct-22;X4;19206220;2000
2022;11;411;288116704;4-Oct-22;X4;19206220;345
2022;11;411;176787092;4-Oct-22;X4;19206220;12
2022;11;411;178081669;4-Oct-22;X4;19206220;3223
2022;11;411;381420938;4-Oct-22;X4;19206220;500
2022;11;411;435490871;4-Oct-22;X4;19206220;700
2022;11;411;280775801;4-Oct-22;X4;19206220;800
2022;11;411;280771783;4-Oct-22;X4;19206220;890
2022;11;411;177302706;4-Oct-22;X4;19206220;123
2022;11;411;345202668;4-Oct-22;X4;19206220;4321
2022;11;411;176853004;4-Oct-22;X4;19206220;2000
2022;11;411;176854891;4-Oct-22;X4;19206220;345
2022;11;411;436350377;4-Oct-22;X4;19206220;12
2022;11;411;436348754;4-Oct-22;X4;19206220;3223
2022;11;411;436349531;4-Oct-22;X4;19206220;500
2022;11;411;436346190;4-Oct-22;X4;19206220;700
2022;11;411;436347977;4-Oct-22;X4;19206220;800
2022;11;411;436344626;4-Oct-22;X4;19206220;890
2022;11;411;436345303;4-Oct-22;X4;19206220;123
2022;11;411;173332807;4-Oct-22;X4;19206220;4321
2022;11;411;173874972;4-Oct-22;X4;19206220;2000
2022;11;411;174888828;4-Oct-22;X4;19206220;345
2022;11;411;402072331;4-Oct-22;X4;19206220;12
2022;11;411;401958409;4-Oct-22;X4;19206220;3223
2022;11;411;173060569;4-Oct-22;X4;19206220;500
2022;11;411;173794953;4-Oct-22;X4;19206220;700
2022;11;411;274873983;4-Oct-22;X4;19206220;800
2022;11;411;580715184;4-Oct-22;X4;19206220;890
