ANIO_FACTURACION;MES_FACTURACION;CONCEPTO;CLIENTE;FECHA_GRABACION;BANCO;EXTRACTO;VALOR_PAGO
2022;12;411;387711561;28-Nov-22;CSW;35598759;17346
2022;12;411;130598602;28-Nov-22;CSW;35598759;19672
2022;12;411;346337906;28-Nov-22;CSW;35598759;19672
2022;12;411;296534185;28-Nov-22;CSW;35598759;19672
2022;12;411;381023121;28-Nov-22;CSW;35598759;19672
2022;12;411;344579882;28-Nov-22;CSW;35598759;66672
2022;12;411;358796176;28-Nov-22;CSW;35598759;19672
2022;12;411;375974315;28-Nov-22;CSW;35598759;19672
2022;12;411;418219271;28-Nov-22;CSW;35598759;19672
2022;12;411;431247635;28-Nov-22;CSW;35598759;17346
