"01"|REFERENCIA|VALOR|FECHA|CAMPO1|CAMPO2|CAMPO3|CAMPO4|CAMPO5
"02"|"242081"|37004|2022-12-17 09:18:52|||||
"02"|"242082"|63258|2022-12-17 09:18:52|||||
"02"|"242083"|18549|2022-12-17 09:18:52|||||
"02"|"242083"|19020|2022-12-17 09:18:52|||||
"02"|"242085"|16351|2022-12-17 09:18:52|||||
"02"|"242086"|18549|2022-12-17 09:18:52|||||
"02"|"242087"|18549|2022-12-17 09:18:52|||||
"02"|"242088"|18549|2022-12-17 09:18:52|||||
"02"|"242089"|25495|2022-12-17 09:18:52|||||
"02"|"242090"|20007|2022-12-17 09:18:52|||||
"02"|"242091"|26113|2022-12-17 09:18:52|||||
"02"|"242092"|55477|2022-12-17 09:18:52|||||
"02"|"242093"|18549|2022-12-17 09:18:52|||||
"02"|"242094"|18549|2022-12-17 09:18:52|||||
"02"|"242095"|26113|2022-12-17 09:18:52|||||
"02"|"242096"|298276|2022-12-17 09:18:52|||||
"02"|"242097"|26113|2022-12-17 09:18:52|||||
"02"|"242098"|224618|2022-12-17 09:18:52|||||
"02"|"242099"|18549|2022-12-17 09:18:52|||||
"02"|"242100"|29386|2022-12-17 09:18:52|||||
"02"|"242101"|18549|2022-12-17 09:18:52|||||
"02"|"242102"|26113|2022-12-17 09:18:52|||||
"02"|"242103"|25992|2022-12-17 09:18:52|||||
"02"|"242105"|19444|2022-12-17 09:18:52|||||
"02"|"242106"|18549|2022-12-17 09:18:52|||||
"02"|"242107"|19034|2022-12-17 09:18:52|||||
"02"|"242108"|18549|2022-12-17 09:18:52|||||
"02"|"242109"|18549|2022-12-17 09:18:52|||||
"02"|"242110"|18549|2022-12-17 09:18:52|||||
"02"|"242111"|26113|2022-12-17 09:19:52|||||
"02"|"242111"|26113|2022-12-17 09:18:52|||||
"02"|"242113"|26469|2022-12-17 09:18:52|||||
"02"|"242114"|18549|2022-12-17 09:18:52|||||
"02"|"242115"|25992|2022-12-17 09:18:52|||||
"02"|"242116"|26113|2022-12-17 09:18:52|||||
"02"|"242117"|18121|2022-12-17 09:18:52|||||
"02"|"242117"|18035|2022-12-17 09:18:52|||||
"02"|"242119"|19524|2022-12-17 09:18:52|||||
"02"|"242120"|20015|2022-12-17 09:18:52|||||
"02"|"242121"|19817|2022-12-17 09:18:52|||||
"02"|"242122"|20016|2022-12-17 09:18:52|||||
"02"|"242123"|20987|2022-12-17 09:18:52|||||
"02"|"242124"|19035|2022-12-17 09:18:52|||||
"02"|"242125"|20006|2022-12-17 09:18:52|||||
"02"|"242126"|18549|2022-12-17 09:18:52|||||
"02"|"242127"|18549|2022-12-17 09:18:52|||||
"02"|"242128"|18948|2022-12-17 09:18:52|||||
"02"|"242129"|18549|2022-12-17 09:18:52|||||
"02"|"242130"|19521|2022-12-17 09:18:52|||||
"02"|"242131"|18549|2022-12-17 09:18:52|||||
"02"|"242132"|19987|2022-12-17 09:18:52|||||
"02"|"242133"|19021|2022-12-17 09:18:52|||||
"02"|"242134"|19044|2022-12-17 09:18:52|||||
"02"|"242135"|18549|2022-12-17 09:18:52|||||
"02"|"242136"|19492|2022-12-17 09:18:52|||||
"02"|"242137"|18549|2022-12-17 09:18:52|||||
"02"|"242138"|19020|2022-12-17 09:18:52|||||
"02"|"242139"|18549|2022-12-17 09:18:52|||||
"02"|"242140"|19020|2022-12-17 09:18:52|||||
"02"|"242141"|18549|2022-12-17 09:18:52|||||
"02"|"242142"|18549|2022-12-17 09:18:52|||||
"02"|"242143"|18549|2022-12-17 09:18:52|||||
"02"|"242144"|18549|2022-12-17 09:18:52|||||
"02"|"242145"|18549|2022-12-17 09:18:52|||||
"02"|"242146"|18549|2022-12-17 09:18:52|||||
"02"|"242147"|26113|2022-12-17 09:18:52|||||
"02"|"242148"|28228|2022-12-17 09:18:52|||||
"02"|"242149"|18463|2022-12-17 09:18:52|||||
"02"|"242150"|18549|2022-12-17 09:18:52|||||
"02"|"242151"|20501|2022-12-17 09:18:52|||||
"02"|"242152"|26113|2022-12-17 09:18:52|||||
"02"|"242153"|18549|2022-12-17 09:18:52|||||
"02"|"242154"|18549|2022-12-17 09:18:52|||||
"02"|"242155"|26585|2022-12-17 09:18:52|||||
"02"|"242156"|18549|2022-12-17 09:18:52|||||
"02"|"242157"|20930|2022-12-17 09:18:52|||||
"02"|"242158"|26113|2022-12-17 09:18:52|||||
"02"|"242159"|18549|2022-12-17 09:18:52|||||
"02"|"242160"|27171|2022-12-17 09:18:52|||||
"02"|"242161"|26113|2022-12-17 09:18:52|||||
"02"|"242163"|26113|2022-12-17 09:18:52|||||
"02"|"242164"|19492|2022-12-17 09:18:52|||||
"02"|"242165"|19021|2022-12-17 09:18:52|||||
"02"|"242166"|26113|2022-12-17 09:18:52|||||
"02"|"242167"|18549|2022-12-17 09:18:52|||||
"02"|"242168"|26113|2022-12-17 09:18:52|||||
"02"|"242169"|26113|2022-12-17 09:18:52|||||
"02"|"242170"|25992|2022-12-17 09:18:52|||||
"02"|"242171"|26113|2022-12-17 09:18:52|||||
"02"|"242172"|26113|2022-12-17 09:18:52|||||
"02"|"242173"|26584|2022-12-17 09:18:52|||||
"02"|"242174"|27171|2022-12-17 09:18:52|||||
"02"|"242175"|20015|2022-12-17 09:18:52|||||
"02"|"242176"|25992|2022-12-17 09:18:52|||||
"02"|"242177"|27170|2022-12-17 09:18:52|||||
"02"|"242178"|26113|2022-12-17 09:18:52|||||
"02"|"242179"|19492|2022-12-17 09:18:52|||||
"02"|"242180"|26113|2022-12-17 09:18:52|||||
"02"|"242181"|26113|2022-12-17 09:18:52|||||
"02"|"242182"|19516|2022-12-17 09:18:52|||||
"02"|"242183"|26113|2022-12-17 09:18:52|||||
"02"|"242184"|18549|2022-12-17 09:18:52|||||
"02"|"242185"|26113|2022-12-17 09:18:52|||||
"02"|"242186"|26585|2022-12-17 09:18:52|||||
"02"|"242187"|26113|2022-12-17 09:18:52|||||
"02"|"242188"|26113|2022-12-17 09:18:52|||||
"02"|"242189"|26113|2022-12-17 09:18:52|||||
"02"|"242191"|26113|2022-12-17 09:18:52|||||
"02"|"242193"|26113|2022-12-17 09:18:52|||||
"02"|"242194"|26113|2022-12-17 09:18:52|||||
"02"|"242195"|26113|2022-12-17 09:18:52|||||
"02"|"242196"|26113|2022-12-17 09:18:52|||||
"02"|"242197"|19584|2022-12-17 09:18:52|||||
"02"|"242198"|18549|2022-12-17 09:18:52|||||
"02"|"242199"|27171|2022-12-17 09:18:52|||||
"02"|"242200"|26240|2022-12-17 09:18:52|||||
"02"|"242201"|18549|2022-12-17 09:18:52|||||
"02"|"242202"|26113|2022-12-17 09:18:52|||||
"02"|"242204"|257|2022-12-17 09:18:52|||||
"02"|"242205"|26113|2022-12-17 09:18:52|||||
"02"|"242206"|28351|2022-12-17 09:18:52|||||
"02"|"242207"|26113|2022-12-17 09:18:52|||||
"02"|"242208"|18549|2022-12-17 09:18:52|||||
"02"|"242209"|19020|2022-12-17 09:18:52|||||
"02"|"242210"|27176|2022-12-17 09:18:52|||||
"02"|"242211"|26984|2022-12-17 09:18:52|||||
"02"|"242212"|26113|2022-12-17 09:18:52|||||
"02"|"242213"|26113|2022-12-17 09:18:52|||||
"02"|"242214"|19021|2022-12-17 09:18:52|||||
"02"|"242215"|18549|2022-12-17 09:18:52|||||
"02"|"242216"|37005|2022-12-17 09:18:52|||||
"02"|"242217"|18549|2022-12-17 09:18:52|||||
"02"|"242218"|19020|2022-12-17 09:18:52|||||
"02"|"242219"|28057|2022-12-17 09:18:52|||||
"02"|"242220"|70000|2022-12-17 09:18:52|||||
"02"|"242221"|27171|2022-12-17 09:18:52|||||
"02"|"242222"|28228|2022-12-17 09:18:52|||||
"02"|"242223"|26113|2022-12-17 09:18:52|||||
"02"|"242224"|26113|2022-12-17 09:18:52|||||
"02"|"242225"|27171|2022-12-17 09:18:52|||||
"02"|"242226"|35049|2022-12-17 09:18:52|||||
"02"|"242228"|26113|2022-12-17 09:18:52|||||
"02"|"242229"|67553|2022-12-17 09:18:52|||||
"02"|"242230"|26113|2022-12-17 09:18:52|||||
"02"|"242231"|27051|2022-12-17 09:18:52|||||
"02"|"242233"|30346|2022-12-17 09:18:52|||||
"02"|"242234"|19021|2022-12-17 09:18:52|||||
"02"|"242235"|27171|2022-12-17 09:18:52|||||
"02"|"242236"|26113|2022-12-17 09:18:52|||||
"02"|"242237"|19021|2022-12-17 09:18:52|||||
"02"|"242238"|29392|2022-12-17 09:18:52|||||
"02"|"242239"|20987|2022-12-17 09:18:52|||||
"02"|"242240"|25992|2022-12-17 09:18:52|||||
"02"|"242241"|26113|2022-12-17 09:18:52|||||
"02"|"242242"|18549|2022-12-17 09:18:52|||||
"02"|"242243"|18549|2022-12-17 09:18:52|||||
"02"|"242244"|26113|2022-12-17 09:18:52|||||
"02"|"242245"|26113|2022-12-17 09:18:52|||||
"02"|"242245"|26113|2022-12-17 09:28:52|||||
"02"|"242247"|20006|2022-12-17 09:18:52|||||
"02"|"242248"|25992|2022-12-17 09:18:52|||||
"02"|"242249"|26113|2022-12-17 09:18:52|||||
"02"|"242250"|26113|2022-12-17 09:18:52|||||
"02"|"242251"|25992|2022-12-17 09:18:52|||||
"02"|"242252"|100000|2022-12-17 09:18:52|||||
"02"|"242253"|26113|2022-12-17 09:18:52|||||
"02"|"242254"|26113|2022-12-17 09:18:52|||||
"02"|"242255"|19492|2022-12-17 09:18:52|||||
"02"|"242256"|31731|2022-12-17 09:18:52|||||
"02"|"242257"|18463|2022-12-17 09:18:52|||||
"02"|"242258"|18549|2022-12-17 09:18:52|||||
"02"|"242259"|18549|2022-12-17 09:18:52|||||
"02"|"242260"|19021|2022-12-17 09:18:52|||||
"02"|"242261"|18546|2022-12-17 09:18:52|||||
"02"|"242262"|20987|2022-12-17 09:18:52|||||
"02"|"242264"|20901|2022-12-17 09:18:52|||||
"02"|"242265"|18549|2022-12-17 09:18:52|||||
"02"|"242266"|19963|2022-12-17 09:18:52|||||
"02"|"242268"|27049|2022-12-17 09:18:52|||||
"02"|"242269"|26113|2022-12-17 09:18:52|||||
"02"|"242270"|25992|2022-12-17 09:18:52|||||
"02"|"242271"|18549|2022-12-17 09:18:52|||||
"02"|"242272"|26113|2022-12-17 09:18:52|||||
"02"|"242273"|16413|2022-12-17 09:18:52|||||
"02"|"242274"|26362|2022-12-17 09:18:52|||||
"02"|"242275"|31735|2022-12-17 09:18:52|||||
"02"|"242276"|26113|2022-12-17 09:18:52|||||
"02"|"242277"|26113|2022-12-17 09:18:52|||||
"02"|"242278"|26113|2022-12-17 09:18:52|||||
"02"|"242279"|26113|2022-12-17 09:18:52|||||
"02"|"242280"|28348|2022-12-17 09:18:52|||||
"02"|"242281"|26113|2022-12-17 09:18:52|||||
"02"|"242282"|26113|2022-12-17 09:18:52|||||
"02"|"242283"|18549|2022-12-17 09:18:52|||||
"02"|"242284"|26113|2022-12-17 09:18:52|||||
"02"|"242285"|296679|2022-12-17 09:18:52|||||
"02"|"242286"|19444|2022-12-17 09:18:52|||||
"02"|"242287"|18463|2022-12-17 09:18:52|||||
"02"|"242288"|26113|2022-12-17 09:18:52|||||
"02"|"242290"|26113|2022-12-17 09:18:52|||||
"02"|"456287"|16620|2022-12-17 09:18:52|||||
"02"|"456288"|16620|2022-12-17 09:18:52|||||
"02"|"456289"|16620|2022-12-17 09:18:52|||||
"02"|"456290"|16620|2022-12-17 09:18:52|||||
"02"|"456291"|16620|2022-12-17 09:18:52|||||
"02"|"456292"|16620|2022-12-17 09:18:52|||||
"02"|"456293"|16620|2022-12-17 09:18:52|||||
"02"|"456294"|16243|2022-12-17 09:18:52|||||
"02"|"456296"|16243|2022-12-17 09:18:52|||||
"02"|"456297"|16243|2022-12-17 09:18:52|||||
"02"|"456298"|16243|2022-12-17 09:18:52|||||
"02"|"456300"|16620|2022-12-17 09:18:52|||||
"02"|"456301"|16620|2022-12-17 09:18:52|||||
"02"|"456302"|16620|2022-12-17 09:18:52|||||
"02"|"456304"|16620|2022-12-17 09:18:52|||||
"02"|"456305"|16243|2022-12-17 09:18:52|||||
"02"|"456308"|16620|2022-12-17 09:18:52|||||
"02"|"456309"|16243|2022-12-17 09:18:52|||||
"02"|"456310"|16243|2022-12-17 09:18:52|||||
"02"|"456312"|64884|2022-12-17 09:18:52|||||
"02"|"456313"|16620|2022-12-17 09:18:52|||||
"02"|"456314"|16620|2022-12-17 09:18:52|||||
"02"|"456315"|16243|2022-12-17 09:18:52|||||
"02"|"456316"|16243|2022-12-17 09:18:52|||||
"02"|"456317"|34020|2022-12-17 09:18:52|||||
"02"|"456318"|16243|2022-12-17 09:18:52|||||
"02"|"456319"|16243|2022-12-17 09:18:52|||||
"02"|"456320"|16243|2022-12-17 09:18:52|||||
"02"|"456321"|16243|2022-12-17 09:18:52|||||
"02"|"456322"|16243|2022-12-17 09:18:52|||||
"02"|"456323"|16243|2022-12-17 09:18:52|||||
"02"|"456324"|16243|2022-12-17 09:18:52|||||
"02"|"456325"|16620|2022-12-17 09:18:52|||||
"02"|"456326"|16243|2022-12-17 09:18:52|||||
"02"|"456327"|16243|2022-12-17 09:18:52|||||
"02"|"456328"|16243|2022-12-17 09:18:52|||||
"02"|"456329"|16243|2022-12-17 09:18:52|||||
"02"|"456330"|16620|2022-12-17 09:18:52|||||
"02"|"456331"|16620|2022-12-17 09:18:52|||||
"02"|"456332"|16620|2022-12-17 09:18:52|||||
"02"|"456333"|16620|2022-12-17 09:18:52|||||
"02"|"456334"|16620|2022-12-17 09:18:52|||||
"02"|"456335"|16620|2022-12-17 09:18:52|||||
"02"|"456336"|16620|2022-12-17 09:18:52|||||
"02"|"456337"|16620|2022-12-17 09:18:52|||||
"02"|"456338"|16620|2022-12-17 09:18:52|||||
"02"|"456340"|16620|2022-12-17 09:18:52|||||
"02"|"456342"|16243|2022-12-17 09:18:52|||||
"02"|"456343"|16243|2022-12-17 09:18:52|||||
"02"|"456344"|16243|2022-12-17 09:18:52|||||
"02"|"456346"|16243|2022-12-17 09:18:52|||||
"02"|"456347"|16243|2022-12-17 09:18:52|||||
"02"|"456348"|16243|2022-12-17 09:18:52|||||
"02"|"456349"|16243|2022-12-17 09:18:52|||||
"02"|"456350"|16243|2022-12-17 09:18:52|||||
"02"|"456352"|16620|2022-12-17 09:18:52|||||
"02"|"456353"|16620|2022-12-17 09:18:52|||||
"02"|"456354"|16620|2022-12-17 09:18:52|||||
"02"|"456355"|16620|2022-12-17 09:18:52|||||
"02"|"456356"|16620|2022-12-17 09:18:52|||||
"02"|"456357"|16620|2022-12-17 09:18:52|||||
"02"|"456358"|16243|2022-12-17 09:18:52|||||
"02"|"456359"|16620|2022-12-17 09:18:52|||||
"02"|"456360"|16620|2022-12-17 09:18:52|||||
"02"|"456361"|16620|2022-12-17 09:18:52|||||
"02"|"456362"|56858|2022-12-17 09:18:52|||||
"02"|"456363"|16620|2022-12-17 09:19:52|||||
"02"|"456363"|16620|2022-12-17 09:18:52|||||
"02"|"456365"|16620|2022-12-17 09:18:52|||||
"02"|"456366"|16620|2022-12-17 09:18:52|||||
"02"|"456367"|16620|2022-12-17 09:18:52|||||
"02"|"456368"|16620|2022-12-17 09:18:52|||||
"02"|"456369"|41592|2022-12-17 09:18:52|||||
"02"|"456370"|16620|2022-12-17 09:18:52|||||
"02"|"456371"|16620|2022-12-17 09:18:52|||||
"02"|"456373"|16620|2022-12-17 09:18:52|||||
"02"|"456374"|16620|2022-12-17 09:18:52|||||
"02"|"456376"|16620|2022-12-17 09:18:52|||||
"02"|"456377"|16620|2022-12-17 09:18:52|||||
"02"|"456378"|16243|2022-12-17 09:18:52|||||
"02"|"456379"|16620|2022-12-17 09:18:52|||||
"02"|"456381"|16620|2022-12-17 09:18:52|||||
"02"|"456382"|16243|2022-12-17 09:18:52|||||
"02"|"456383"|16620|2022-12-17 09:18:52|||||
"02"|"456385"|16620|2022-12-17 09:18:52|||||
"02"|"456386"|16620|2022-12-17 09:18:52|||||
"02"|"456386"|16620|2022-12-17 09:10:52|||||
"02"|"456389"|16620|2022-12-17 09:18:52|||||
"02"|"456390"|16620|2022-12-17 09:18:52|||||
"02"|"456391"|16620|2022-12-17 09:18:52|||||
"02"|"456392"|26568|2022-12-17 09:18:52|||||
"02"|"456393"|16620|2022-12-17 09:18:52|||||
"02"|"456394"|26568|2022-12-17 09:18:52|||||
"02"|"456395"|150000|2022-12-17 09:18:52|||||
"02"|"456397"|26568|2022-12-17 09:18:52|||||
"02"|"456398"|26568|2022-12-17 09:18:52|||||
"02"|"456399"|18867|2022-12-17 09:18:52|||||
"02"|"456400"|16620|2022-12-17 09:18:52|||||
"02"|"456403"|16620|2022-12-17 09:18:52|||||
"02"|"456403"|16620|2022-12-17 09:28:52|||||
"03"|1|32971|2022-12-12 12:27:19|||||
