ANIO_FACTURACION;MES_FACTURACION;CONCEPTO;CLIENTE;FECHA_GRABACION;BANCO;EXTRACTO;VALOR_PAGO
2022;11;411;343924701;7-Sep-22;AT3;35004819;17346
2022;11;411;385269659;21-Nov-22;AC;35597766;17346
2022;11;411;416573406;25-Oct-22;CSW;35342115;17346
2022;11;411;670995082;23-Nov-22;AC;35598241;17346
2022;11;411;323063853;12-Nov-22;X6;35522742;17346
2022;11;411;395132443;23-Nov-22;X6;35598233;16970
2022;11;411;380191788;12-Nov-22;X6;35522644;19224
2022;11;411;436136697;21-Nov-22;X6;35597736;19224
2022;11;411;439656017;18-Nov-22;X6;35579204;16970
2022;11;411;211141714;13-Nov-22;X6;35535890;16970
2022;11;411;398778170;27-May-22;18;34281774;17346
2022;11;411;398779957;13-Nov-22;X6;35534997;17346
2022;11;411;124220521;13-Nov-22;X6;35535025;17346
2022;11;411;413072037;17-Nov-22;X6;35578531;17346
2022;11;411;361815438;6-Nov-22;X6;35402129;17346
2022;11;411;656375392;21-Nov-22;X6;35597783;17346
2022;11;411;411213206;12-Nov-22;X6;35521818;17346
2022;11;411;117810254;12-Nov-22;X6;35521816;17346
2022;11;411;317715170;12-Nov-22;X6;35521815;19672
2022;11;411;109770892;18-Nov-22;X6;35587880;19672
2022;11;411;399428273;16-Nov-22;AAP;35578327;19672
2022;11;411;212678784;16-Nov-22;AC;35578325;17346
2022;11;411;656775440;17-Nov-22;X6;35578471;19672
2022;11;411;403656252;4-Nov-22;X6;35372061;17346
2022;11;411;902055319;13-Nov-22;X6;35533879;17346
2022;11;411;659295030;29-Nov-22;X6;35598978;17346
2022;11;411;363077938;14-Nov-22;AT3;35552233;17346
2022;11;411;379120932;11-Nov-22;X6;35499403;17346
2022;11;411;122401386;8-Nov-22;PSE;35475870;17346
2022;11;411;317713606;13-Nov-22;X6;35534295;19672
2022;11;411;210384426;3-Nov-22;X6;35356577;19672
2022;11;411;176015676;8-Nov-22;AT1;35475726;28594
2022;11;411;338590366;8-Nov-22;X6;35442686;27686
2022;11;411;407172673;22-Nov-22;X6;35598054;27686
2022;11;411;427513768;11-Nov-22;CSW;35497543;27686
2022;11;411;427514545;1-Nov-22;CTW;35343153;27686
2022;11;411;200975179;8-Nov-22;CTW;35438719;28594
2022;11;411;117631255;8-Nov-22;X6;35457166;28594
2022;11;411;393672146;1-Nov-22;CSW;35343152;28594
2022;11;411;413250259;22-Nov-22;X6;35598056;52006
2022;11;411;441310053;8-Nov-22;X6;35458778;52006
2022;11;411;414789883;24-Nov-22;X6;35598414;52006
2022;11;411;539515716;17-Nov-22;AT1;35579212;27686
2022;11;411;427171480;21-Nov-22;X6;35597800;27686
2022;11;411;427164952;9-Nov-22;CSW;35475680;17092
2022;11;411;728795604;1-Nov-22;CSW;35343152;19672
2022;11;411;323746805;6-Nov-22;X6;35400756;19672
2022;11;411;426247363;8-Nov-22;X6;35454764;17346
2022;11;411;909515921;16-Nov-22;AAP;35578316;66672
2022;11;411;437091208;16-Nov-22;AC;35578315;28594
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
