"01"|REFERENCIA|VALOR|FECHA|CAMPO1|CAMPO2|CAMPO3|CAMPO4|CAMPO5
"02"|"0000269044"|18858|2021-06-06 09:24:47|||||
"02"|"0000287613"|26566|2021-06-06 11:35:01|||||
"02"|"0000257344"|16598|2021-06-06 09:50:07|||||
"02"|"0000203371"|17026|2021-06-06 10:07:32|||||
"02"|"0000203636"|20955|2021-06-06 10:39:59|||||
"02"|"0000204362"|18858|2021-06-06 12:34:24|||||
"02"|"0000204417"|17013|2021-06-06 11:57:25|||||
"02"|"0000288959"|23487|2021-06-06 10:22:33|||||
"02"|"0000275449"|16610|2021-06-06 09:56:38|||||
"02"|"0000275545"|16598|2021-06-06 12:33:19|||||
"02"|"0000276014"|18745|2021-06-06 11:52:03|||||
"02"|"0000291007"|18858|2021-06-06 10:09:05|||||
"02"|"0000221007"|26566|2021-06-06 15:05:53|||||
"02"|"0000209392"|26565|2021-06-06 17:45:40|||||
"02"|"0000222015"|26566|2021-06-06 13:45:40|||||
"02"|"0000239244"|26566|2021-06-06 09:57:53|||||
"02"|"0000239759"|26566|2021-06-06 16:54:04|||||
"02"|"0000225022"|18858|2021-06-06 15:57:36|||||
"02"|"0000244946"|26566|2021-06-06 11:02:51|||||
"02"|"0000294093"|26566|2021-06-06 08:43:56|||||
"02"|"0000226557"|50253|2021-06-06 11:19:42|||||
"02"|"0000297745"|27502|2021-06-06 12:34:32|||||
"02"|"0000298452"|27502|2021-06-06 12:35:31|||||
"02"|"0000299745"|26566|2021-06-06 09:12:49|||||
"02"|"0000299766"|26566|2021-06-06 09:41:03|||||
"02"|"0000316664"|20295|2021-06-06 13:33:03|||||
"02"|"0000316787"|17000|2021-06-06 09:42:59|||||
"02"|"0000317485"|16598|2021-06-06 10:22:01|||||
"02"|"0000292226"|18392|2021-06-06 11:15:21|||||
"02"|"0000301425"|27502|2021-06-06 16:38:52|||||
"02"|"0000257040"|18858|2021-06-06 13:21:35|||||
"02"|"0000257493"|18392|2021-06-06 15:26:46|||||
"02"|"0000287749"|18858|2021-06-06 09:22:58|||||
"02"|"0000251271"|27502|2021-06-06 14:53:36|||||
"02"|"0000335741"|18300|2021-06-06 09:35:23|||||
"02"|"0000335542"|16205|2021-06-06 11:06:03|||||
"02"|"0000276470"|18392|2021-06-06 09:47:00|||||
"02"|"0000270814"|26566|2021-06-06 10:37:24|||||
"02"|"0000287683"|26566|2021-06-06 13:09:26|||||
"02"|"0000235906"|18858|2021-06-06 16:04:49|||||
"02"|"0000290763"|26566|2021-06-06 12:17:20|||||
"02"|"0000350253"|26566|2021-06-06 12:10:55|||||
"02"|"0000272768"|18225|2021-06-06 09:51:08|||||
"02"|"0000277367"|32916|2021-06-06 11:44:46|||||
"02"|"0000268876"|27502|2021-06-06 10:10:41|||||
"02"|"0000452252"|17198|2021-06-06 10:58:20|||||
"02"|"0000480178"|18055|2021-06-06 11:27:04|||||
"02"|"0000483106"|18858|2021-06-06 12:16:39|||||
"02"|"0000486951"|26566|2021-06-06 10:52:18|||||
"02"|"0000492393"|16598|2021-06-06 14:41:05|||||
"02"|"0000503281"|17670|2021-06-06 15:33:45|||||
"03"|51|1148384|2021-08-24 15:14:19|||||
